PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
131383.8321039706,12217.053705364799,-540.6952630742732,-35.800677542903934,-2.9263326595856385,-6.743574335868962,-5.01161568757683,0.14010337497911005,-3.458322183999558,1.3384379733200447,-1.4866678636011874,-0.008044914430857635,-1.3160902654770559,-0.18457627992725376,-0.028339910425266682,-0.3399340342115541,-0.0004275021123534389,9.806865233508956e-13
94739.01105738837,2209.2019270899486,257.0659007119457,125.14687143728753,-8.150246223532939,-3.7506640140021377,2.600087675904241,-0.47675141368875557,3.1751547771946664,-0.753543515744069,3.171730696519296,-0.865417374771677,-0.5927880075264574,-0.15960462613497356,0.9514107504013933,0.7696585697573886,0.22586748969834064,9.80686523348392e-13
79569.88273707722,1127.8997965895048,110.9323396974421,10.078280797237502,-3.87919734741402,16.585954175864305,-3.475017412348603,8.252368442179877,6.320166943742873,-0.3644165243976642,-0.6968925066272373,0.8573600064235268,1.9280449461785651,1.2747471582381893,-1.2203113007979458,-0.004707404557598799,-0.34324559769763907,9.806865233511065e-13
56440.028492269186,40.42371819523066,155.88251476171422,-37.2631065226638,13.013976823792625,0.35626680683379364,-1.677697163791086,-9.572879236273911,-0.7629237113481607,-1.5119930948262552,0.5890452324217371,-1.011775690973559,2.9661170802038463,-2.0525386910632215,-0.26847932094485877,0.4304475877047898,-0.1906143974259133,9.806865233468082e-13
-24486.831299365524,1135.573477572446,349.4901064846905,-18.01801609595505,11.334953726507257,-9.277904724146513,5.720322027569579,10.071844433661742,-2.5353026297232617,-6.329540236179389,-4.66488379370923,-0.4485504656319299,-0.20485764452998348,-0.6592056383916199,0.5492696859634577,0.3643403031479364,-0.21802984132733222,9.806865233475473e-13
87307.6729554049,-12036.532462533016,-430.83899275303753,-38.18564150557994,-1.4162629518029801,6.828504363542516,1.9121802821824956,1.9539298591250818,3.5576712687855725,0.8340525772494054,0.06228456984702057,1.4105949179530435,-1.8452431704713699,-1.4771986862984874,0.4822183881773561,-0.06230484490462118,-0.18060356119354914,9.806865233479436e-13
-21989.369013069325,571.9041213944555,411.69520584076463,-40.22230491073958,23.279424048453862,-11.87815566307321,-3.006354014768708,-1.1169853214211332,7.383895637022578,0.6990154930848907,3.239010648296436,-2.082080908066493,-1.1113684846823269,0.837458241245979,0.29886628226478357,-0.826570493841228,-0.4074667785148566,9.806865233520756e-13
-59295.02307379216,855.6973710374602,-55.502027669089735,61.337895652447976,18.23136513557134,-9.762217195405693,5.399083544732483,3.6064275923445845,-1.6244618727242504,8.507364095787711,-0.6313380282622534,1.9575476482152179,0.6113422120868295,-0.9935129686120638,-0.5712536537202066,-0.09164974198295614,-0.2120047194545013,9.80686523349108e-13
-14159.965120258605,3775.4587820319757,550.6193566112975,-49.7750369141033,-2.949338790876412,5.798392058410501,6.1284960855873685,-6.392648586169879,3.90686957325513,0.9832538622708001,-2.2906325991584238,3.91439770160447,-0.4603244011315469,0.5666705804627662,0.4317145074597585,0.08135126550035089,0.6581436808395795,9.806865233519841e-13
82357.3786916498,-7068.07153701855,-185.03326084646983,-0.7502321905282381,9.239240146005788,-9.145148130012487,8.520273414336879,-2.492839913761755,-6.612064408655037,-0.44523575877072746,0.03184540187703853,-0.6084831809202427,1.0057642138096354,2.420272340046024,-0.1863091214008829,-0.2751543829896378,0.3478905544074611,9.806865233547092e-13
-73193.82919571982,1010.0047653716853,-442.1230377662543,63.14696869287459,29.751353851888474,20.78795306801247,-5.127435575330137,-4.874588306367463,-1.6630199885697938,-3.132348304681376,-1.5007459179429288,0.36192443581876965,-0.9086620173519808,0.5562213187894225,0.31847188780319224,-0.03815142512235442,-0.07799725908407941,9.806865233505358e-13
-45491.720303187896,-273.72599052012345,42.79194973329222,-40.72021696550161,-4.155738449009154,5.347306592034367,-8.985539046607519,6.5568140833181205,-5.603611759310666,1.7553067995239577,4.348508360964966,1.1380907783468461,1.5030589058134474,0.256805721230017,1.607936375063626,0.05228138270259157,0.20839760255393774,9.806865233502252e-13
-54427.20711673566,-2299.8865682285505,-164.47483028794522,-20.715180488269347,4.035060887755725,-5.980985797783425,-7.599118471900428,2.8098705722335344,2.5351222192824663,0.5813716781942563,-0.24853285631592248,-1.9430327158189882,-0.6743780951532183,-0.24440079510595256,-1.1708379760634047,0.7738223552443981,1.142616319315207,9.806865233515273e-13
-47869.24458308217,1080.0168857737442,118.13842634361144,-17.14542562079188,-10.345594982833546,-0.945331810253325,2.9452328624771438,-1.3450417780095492,-5.021902062249692,-3.4646379465835344,5.453293219353504,1.8981444342632992,-1.6493291635339817,0.043993369699962454,-1.4446590279098832,0.461130928297404,-0.48468228979859174,9.806865233485221e-13
-60782.687125527176,3749.989484263342,-203.65647054961957,-15.60435523825755,-14.295324457420111,17.003735578560388,13.909099787353272,1.5073043316014323,0.38334752501588515,0.7662165619521737,1.3784592232961344,-3.41275065850617,0.26795130991474847,-0.7036367979055494,0.027690009393531965,-0.6613247749817368,0.24035575889514088,9.8068652335196e-13
-79075.80206688134,-657.013658355961,-557.0648863401284,34.43977810644667,-21.84952690886811,-17.42410770669062,-2.287757635470483,-2.273034507264573,4.870986014060965,-4.342761605641755,-0.531572350147755,1.6956607943074704,1.4585437603155302,-0.1460742991951345,0.1424927744970524,-0.7372825186856551,0.012553960226475732,9.80686523351706e-13
8135.343958544281,-4259.051136976418,718.7324178267082,43.58599148326964,-18.78150144124157,3.7629343769481767,-8.70934213255697,-2.132021748165305,-5.50784121760438,0.9018078634944972,-2.89468225951582,-0.9685216150653054,-0.7907267229693841,-0.5793514150070983,-0.40694086448343986,-0.9833535249424581,0.029945376427604788,9.806865233523868e-13
-59161.47109868458,-1178.9426810520156,-135.959448724647,-23.535592174269063,-20.136310407386112,-1.5629576429703955,-1.2548985397944068,-4.221871878314606,0.6562358758281037,3.977650081943444,-3.328229177297036,-1.8850631927441233,-0.187054455495962,1.2439314679075124,0.48706051472634737,1.0874007538793107,-0.7506987957634148,9.806865233470306e-13
